WKT,FID_,STATE_NAME,SUB_REGION,STATE_ABBR,POP2010,POP10_SQMI,POP2012,POP12_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS07,AVG_SIZE07,CROP_ACR07,AVG_SALE07,SQMI
"POLYGON ((-119.152437626810652 38.411795749284181,-119.31881226739101 38.527103357787752,-119.575674244696216 38.702904875876818,-119.889328664900646 38.922246343174166,-119.995241738324012 38.994100878856798,-119.995137085407123 39.063486167121603,-119.994528279018525 39.106126534449864,-119.995514310242442 39.158708044405451,-119.995291170639121 39.311540152855684,-119.99599843392744 39.443495753397343,-119.996152203507407 39.720605482980538,-119.996311398854488 41.177560868480867,-119.993445993207402 41.989199503798794,-119.351678906289138 41.988847438967767,-119.310928819583481 41.989129870994645,-118.18530380007283 41.996631463217966,-117.018851514130617 41.994788485473741,-116.992300394562392 41.994788742205564,-115.947531999634919 41.99459366216464,-115.024850373521176 41.996500490142957,-114.269459193304115 41.995918304378577,-114.039060254465682 41.995384910658615,-114.038139116936946 40.997680914060048,-114.038096136470386 40.111040884502209,-114.039832633926324 39.908773122025188,-114.040093410853672 39.538679146523336,-114.044255606728086 38.678990273899693,-114.045078319181641 38.571089465334168,-114.047261183562512 38.137646825566328,-114.047248810190638 37.598472982745157,-114.043927665588953 36.996532441349082,-114.043704716875908 36.841843473681223,-114.037380491135906 36.216017544428176,-114.045093854265261 36.193972545779026,-114.107763579004541 36.121085362828019,-114.129011475611875 36.041725159698835,-114.206757256248224 36.017250090045209,-114.23346093838569 36.018325802470585,-114.307575923515373 36.062227756774504,-114.303845305738335 36.087103069048112,-114.316083746423729 36.111432678643951,-114.34422224238871 36.1374748787863,-114.380791430972991 36.150985994635541,-114.443934018868617 36.121047981537309,-114.466601804233505 36.124705969371625,-114.530561905747106 36.155084894649839,-114.598923489408392 36.13833017949456,-114.621598941786218 36.141961384649314,-114.712749949005172 36.105175708955109,-114.728138545140538 36.0859575014317,-114.728954254001408 36.058747691975604,-114.717661858260499 36.036752786581545,-114.736200763898623 35.987643133967573,-114.699264186980571 35.911606622018297,-114.661588362290203 35.880468303114519,-114.662450382242611 35.870954647860536,-114.689855596925341 35.847437224364882,-114.682727991809244 35.764698153090777,-114.688808285591278 35.732590428056298,-114.665079712394757 35.693094150935231,-114.668474382065696 35.656393739172287,-114.654054213215886 35.646578842530744,-114.639854990896666 35.611343344147549,-114.653122627032786 35.58482786496289,-114.649780441742976 35.546632181185231,-114.67220340446697 35.515748949104292,-114.645384515918551 35.450755555544738,-114.589572623819265 35.358373471501558,-114.587878170618836 35.304762876133267,-114.559571471969903 35.220177715259879,-114.561028257160004 35.174340988742472,-114.572243677244742 35.140062519675155,-114.582604587489371 35.132555287019741,-114.626429138919988 35.133901521039554,-114.635897466414434 35.118650621448495,-114.595620354967892 35.076052836023273,-114.633768275727121 35.041858239282433,-114.621056969254042 34.998909224162517,-115.626185521434351 35.795693083034557,-115.885757365444363 36.001220784679518,-117.160411545520375 36.95958886243848,-117.83867394461069 37.457292954918039,-118.417407235344655 37.886671459547678,-119.152437626810652 38.411795749284181))",0,Nevada,Mountain,NV,2700551,24.40000000000,2757217,24.93833967510,1786688,218626,32062,195436,16871,716501,324793,126075,1363616,1336935,187478,183077,183173,182600,177509,387286,383043,376527,315499,197781,96391,30187,36.30000000000,35.80000000000,36.80000000000,1006250,2.65000000000,134121,124288,212405,250104,39193,83426,656621,3.20000000000,1173814,167564,591480,414770,3131.00000000000,1873.00000000000,753718.00000000000,163.93000000000,110561.37000000000
