Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS14_5yr_C17002001,ACS14_5yr_C17002002,ACS14_5yr_C17002003,ACS14_5yr_C17002004,ACS14_5yr_C17002005,ACS14_5yr_C17002006,ACS14_5yr_C17002007,ACS14_5yr_C17002008,ACS14_5yr_C17002001s,ACS14_5yr_C17002002s,ACS14_5yr_C17002003s,ACS14_5yr_C17002004s,ACS14_5yr_C17002005s,ACS14_5yr_C17002006s,ACS14_5yr_C17002007s,ACS14_5yr_C17002008s
"06075010100","14000US06075010100","Census Tract 101, San Francisco County, California","Census Tract 101, San Francisco County, California","ca","140","00","ACSSF","0008983",,,,,"06","075",,,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3807,269,278,84,263,156,219,2538,212.727272727272,107.272727272727,65.4545454545454,46.060606060606,81.2121212121212,64.2424242424242,153.939393939393,195.151515151515
"06075010200","14000US06075010200","Census Tract 102, San Francisco County, California","Census Tract 102, San Francisco County, California","ca","140","00","ACSSF","0008984",,,,,"06","075",,,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220,196,91,55,126,199,14,3539,233.333333333333,75.1515151515151,46.6666666666666,33.3333333333333,70.9090909090909,84.8484848484848,13.3333333333333,232.121212121212
"06075010300","14000US06075010300","Census Tract 103, San Francisco County, California","Census Tract 103, San Francisco County, California","ca","140","00","ACSSF","0008985",,,,,"06","075",,,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4346,341,434,75,41,482,33,2940,289.696969696969,124.242424242424,108.484848484848,48.4848484848484,23.030303030303,197.575757575757,32.1212121212121,288.484848484848
"06075010400","14000US06075010400","Census Tract 104, San Francisco County, California","Census Tract 104, San Francisco County, California","ca","140","00","ACSSF","0008986",,,,,"06","075",,,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5254,238,239,101,61,232,43,4340,355.757575757575,93.9393939393939,116.363636363636,64.8484848484848,32.1212121212121,67.8787878787878,24.8484848484848,316.363636363636
"06075010500","14000US06075010500","Census Tract 105, San Francisco County, California","Census Tract 105, San Francisco County, California","ca","140","00","ACSSF","0008987",,,,,"06","075",,,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2606,145,36,109,10,132,22,2152,130.30303030303,64.2424242424242,31.5151515151515,73.9393939393939,9.69696969696969,54.5454545454545,14.5454545454545,133.333333333333
"06075010600","14000US06075010600","Census Tract 106, San Francisco County, California","Census Tract 106, San Francisco County, California","ca","140","00","ACSSF","0008988",,,,,"06","075",,,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664,275,900,308,319,219,102,1541,262.424242424242,115.151515151515,242.424242424242,113.333333333333,162.424242424242,73.3333333333333,91.5151515151515,196.363636363636
"06075010700","14000US06075010700","Census Tract 107, San Francisco County, California","Census Tract 107, San Francisco County, California","ca","140","00","ACSSF","0008989",,,,,"06","075",,,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5311,459,640,623,431,416,401,2341,272.121212121212,121.818181818181,160,193.939393939393,154.545454545454,132.121212121212,173.939393939393,347.878787878787
"06075010800","14000US06075010800","Census Tract 108, San Francisco County, California","Census Tract 108, San Francisco County, California","ca","140","00","ACSSF","0008990",,,,,"06","075",,,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4779,182,707,97,40,68,183,3502,258.787878787878,68.4848484848484,190.30303030303,48.4848484848484,25.4545454545454,59.3939393939394,142.424242424242,272.121212121212
"06075010900","14000US06075010900","Census Tract 109, San Francisco County, California","Census Tract 109, San Francisco County, California","ca","140","00","ACSSF","0008991",,,,,"06","075",,,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740,200,290,64,94,94,41,3957,178.787878787878,70.9090909090909,84.2424242424242,37.5757575757575,53.3333333333333,41.2121212121212,27.8787878787878,201.818181818181
"06075011000","14000US06075011000","Census Tract 110, San Francisco County, California","Census Tract 110, San Francisco County, California","ca","140","00","ACSSF","0008992",,,,,"06","075",,,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303,144,159,120,464,212,348,3856,337.575757575757,43.030303030303,56.3636363636363,77.5757575757575,227.272727272727,126.060606060606,171.515151515151,338.181818181818
"06075011100","14000US06075011100","Census Tract 111, San Francisco County, California","Census Tract 111, San Francisco County, California","ca","140","00","ACSSF","0008993",,,,,"06","075",,,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5028,249,307,101,247,170,42,3912,238.787878787878,84.2424242424242,123.636363636363,43.6363636363636,124.242424242424,85.4545454545454,40.6060606060606,267.878787878787
"06075011200","14000US06075011200","Census Tract 112, San Francisco County, California","Census Tract 112, San Francisco County, California","ca","140","00","ACSSF","0008994",,,,,"06","075",,,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3078,263,165,178,217,62,8,2185,187.878787878787,96.3636363636364,56.3636363636363,63.030303030303,91.5151515151515,36.9696969696969,8.48484848484848,214.545454545454
"06075011300","14000US06075011300","Census Tract 113, San Francisco County, California","Census Tract 113, San Francisco County, California","ca","140","00","ACSSF","0008995",,,,,"06","075",,,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3029,221,452,294,157,376,220,1309,155.151515151515,92.1212121212121,89.0909090909091,90.3030303030303,76.3636363636363,106.666666666666,143.636363636363,180
"06075011700","14000US06075011700","Census Tract 117, San Francisco County, California","Census Tract 117, San Francisco County, California","ca","140","00","ACSSF","0008996",,,,,"06","075",,,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,175,123,20,71,170,7,929,230.30303030303,48.4848484848484,41.2121212121212,18.1818181818181,43.6363636363636,60.6060606060606,7.27272727272727,208.484848484848
"06075011800","14000US06075011800","Census Tract 118, San Francisco County, California","Census Tract 118, San Francisco County, California","ca","140","00","ACSSF","0008997",,,,,"06","075",,,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,159,460,289,123,100,138,471,138.787878787878,49.0909090909091,86.060606060606,122.424242424242,52.7272727272727,46.060606060606,57.5757575757575,98.7878787878788
"06075011901","14000US06075011901","Census Tract 119.01, San Francisco County, California","Census Tract 119.01, San Francisco County, California","ca","140","00","ACSSF","0008998",,,,,"06","075",,,,"011901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297,266,49,133,34,121,15,1679,123.636363636363,73.9393939393939,25.4545454545454,63.6363636363636,25.4545454545454,48.4848484848484,10.9090909090909,126.666666666666
"06075011902","14000US06075011902","Census Tract 119.02, San Francisco County, California","Census Tract 119.02, San Francisco County, California","ca","140","00","ACSSF","0008999",,,,,"06","075",,,,"011902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,185,334,188,49,232,22,1615,141.212121212121,53.3333333333333,108.484848484848,81.2121212121212,38.7878787878787,85.4545454545454,15.1515151515151,141.818181818181
"06075012000","14000US06075012000","Census Tract 120, San Francisco County, California","Census Tract 120, San Francisco County, California","ca","140","00","ACSSF","0009000",,,,,"06","075",,,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528,520,174,168,521,222,58,1865,148.484848484848,134.545454545454,60.6060606060606,64.8484848484848,87.8787878787879,78.7878787878788,33.3333333333333,169.696969696969
"06075012100","14000US06075012100","Census Tract 121, San Francisco County, California","Census Tract 121, San Francisco County, California","ca","140","00","ACSSF","0009001",,,,,"06","075",,,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3340,242,338,203,219,177,63,2098,168.484848484848,64.2424242424242,141.212121212121,89.0909090909091,85.4545454545454,63.030303030303,30.9090909090909,192.727272727272
"06075012201","14000US06075012201","Census Tract 122.01, San Francisco County, California","Census Tract 122.01, San Francisco County, California","ca","140","00","ACSSF","0009002",,,,,"06","075",,,,"012201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576,568,489,196,294,485,80,2464,273.333333333333,178.181818181818,123.030303030303,72.7272727272727,181.212121212121,244.848484848484,43.6363636363636,303.030303030303
"06075012202","14000US06075012202","Census Tract 122.02, San Francisco County, California","Census Tract 122.02, San Francisco County, California","ca","140","00","ACSSF","0009003",,,,,"06","075",,,,"012202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3079,414,514,222,130,313,183,1303,311.515151515151,80.6060606060606,147.878787878787,56.3636363636363,56.3636363636363,142.424242424242,75.7575757575757,235.757575757575
"06075012301","14000US06075012301","Census Tract 123.01, San Francisco County, California","Census Tract 123.01, San Francisco County, California","ca","140","00","ACSSF","0009004",,,,,"06","075",,,,"012301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,255,568,233,140,115,11,468,156.969696969696,85.4545454545454,80.6060606060606,80,74.5454545454545,49.6969696969697,10.9090909090909,90.9090909090909
"06075012302","14000US06075012302","Census Tract 123.02, San Francisco County, California","Census Tract 123.02, San Francisco County, California","ca","140","00","ACSSF","0009005",,,,,"06","075",,,,"012302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2474,438,185,79,153,351,52,1216,140.60606060606,84.2424242424242,61.2121212121212,27.8787878787878,65.4545454545454,122.424242424242,47.8787878787878,151.515151515151
"06075012401","14000US06075012401","Census Tract 124.01, San Francisco County, California","Census Tract 124.01, San Francisco County, California","ca","140","00","ACSSF","0009006",,,,,"06","075",,,,"012401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610,597,634,1331,240,614,65,1129,447.878787878787,127.878787878787,162.424242424242,391.515151515151,65.4545454545454,178.181818181818,36.9696969696969,258.787878787878
"06075012402","14000US06075012402","Census Tract 124.02, San Francisco County, California","Census Tract 124.02, San Francisco County, California","ca","140","00","ACSSF","0009007",,,,,"06","075",,,,"012402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055,302,589,208,235,33,0,1688,212.121212121212,104.242424242424,204.848484848484,95.7575757575757,94.5454545454545,23.030303030303,7.27272727272727,219.393939393939
"06075012501","14000US06075012501","Census Tract 125.01, San Francisco County, California","Census Tract 125.01, San Francisco County, California","ca","140","00","ACSSF","0009008",,,,,"06","075",,,,"012501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,284,1135,670,390,242,36,712,216.363636363636,88.4848484848484,216.969696969697,172.727272727272,193.939393939393,83.6363636363636,41.2121212121212,193.939393939393
"06075012502","14000US06075012502","Census Tract 125.02, San Francisco County, California","Census Tract 125.02, San Francisco County, California","ca","140","00","ACSSF","0009009",,,,,"06","075",,,,"012502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940,660,1042,436,403,195,121,1083,415.757575757575,160.60606060606,218.787878787878,156.363636363636,155.151515151515,91.5151515151515,56.9696969696969,260
"06075012601","14000US06075012601","Census Tract 126.01, San Francisco County, California","Census Tract 126.01, San Francisco County, California","ca","140","00","ACSSF","0009010",,,,,"06","075",,,,"012601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499,27,24,22,9,96,0,2321,162.424242424242,17.5757575757575,16.9696969696969,15.7575757575757,8.48484848484848,41.8181818181818,7.27272727272727,161.212121212121
"06075012602","14000US06075012602","Census Tract 126.02, San Francisco County, California","Census Tract 126.02, San Francisco County, California","ca","140","00","ACSSF","0009011",,,,,"06","075",,,,"012602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101,131,8,0,12,34,41,2875,186.666666666666,50.9090909090909,9.09090909090909,7.27272727272727,10.9090909090909,23.6363636363636,42.4242424242424,186.060606060606
"06075012700","14000US06075012700","Census Tract 127, San Francisco County, California","Census Tract 127, San Francisco County, California","ca","140","00","ACSSF","0009012",,,,,"06","075",,,,"012700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758,100,204,19,54,43,15,3323,178.787878787878,46.060606060606,101.212121212121,17.5757575757575,34.5454545454545,21.8181818181818,13.9393939393939,192.121212121212
"06075012800","14000US06075012800","Census Tract 128, San Francisco County, California","Census Tract 128, San Francisco County, California","ca","140","00","ACSSF","0009013",,,,,"06","075",,,,"012800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908,158,102,37,62,194,10,4345,255.151515151515,76.9696969696969,52.7272727272727,28.4848484848484,33.3333333333333,77.5757575757575,10.3030303030303,243.030303030303
"06075012901","14000US06075012901","Census Tract 129.01, San Francisco County, California","Census Tract 129.01, San Francisco County, California","ca","140","00","ACSSF","0009014",,,,,"06","075",,,,"012901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2578,20,39,19,8,50,20,2422,160.60606060606,12.1212121212121,15.1515151515151,13.3333333333333,7.27272727272727,24.2424242424242,13.9393939393939,166.666666666666
"06075012902","14000US06075012902","Census Tract 129.02, San Francisco County, California","Census Tract 129.02, San Francisco County, California","ca","140","00","ACSSF","0009015",,,,,"06","075",,,,"012902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3376,165,58,63,87,78,12,2913,193.939393939393,70.3030303030303,44.2424242424242,34.5454545454545,58.1818181818182,38.7878787878787,15.1515151515151,212.121212121212
"06075013000","14000US06075013000","Census Tract 130, San Francisco County, California","Census Tract 130, San Francisco County, California","ca","140","00","ACSSF","0009016",,,,,"06","075",,,,"013000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535,188,234,35,63,133,0,3882,227.878787878787,75.7575757575757,108.484848484848,34.5454545454545,33.9393939393939,50.3030303030303,7.27272727272727,243.030303030303
"06075013101","14000US06075013101","Census Tract 131.01, San Francisco County, California","Census Tract 131.01, San Francisco County, California","ca","140","00","ACSSF","0009017",,,,,"06","075",,,,"013101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3717,76,30,1,45,125,15,3425,217.575757575757,41.8181818181818,20.6060606060606,1.81818181818181,25.4545454545454,54.5454545454545,14.5454545454545,220
"06075013102","14000US06075013102","Census Tract 131.02, San Francisco County, California","Census Tract 131.02, San Francisco County, California","ca","140","00","ACSSF","0009018",,,,,"06","075",,,,"013102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632,106,78,9,14,80,10,2335,123.030303030303,40,41.2121212121212,8.48484848484848,13.3333333333333,44.8484848484848,9.09090909090909,141.818181818181
"06075013200","14000US06075013200","Census Tract 132, San Francisco County, California","Census Tract 132, San Francisco County, California","ca","140","00","ACSSF","0009019",,,,,"06","075",,,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671,100,33,0,116,54,31,4337,427.272727272727,53.3333333333333,23.030303030303,7.27272727272727,76.3636363636363,50.3030303030303,21.8181818181818,412.121212121212
"06075013300","14000US06075013300","Census Tract 133, San Francisco County, California","Census Tract 133, San Francisco County, California","ca","140","00","ACSSF","0009020",,,,,"06","075",,,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440,353,147,154,80,30,28,3648,158.787878787878,103.636363636363,37.5757575757575,56.3636363636363,50.3030303030303,16.3636363636363,20,139.393939393939
"06075013400","14000US06075013400","Census Tract 134, San Francisco County, California","Census Tract 134, San Francisco County, California","ca","140","00","ACSSF","0009021",,,,,"06","075",,,,"013400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819,151,71,13,11,196,11,3366,180,64.8484848484848,30.9090909090909,12.1212121212121,10.9090909090909,61.8181818181818,10.9090909090909,166.666666666666
"06075013500","14000US06075013500","Census Tract 135, San Francisco County, California","Census Tract 135, San Francisco County, California","ca","140","00","ACSSF","0009022",,,,,"06","075",,,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592,99,98,2,19,52,7,2315,105.454545454545,36.9696969696969,38.1818181818181,3.63636363636363,12.7272727272727,27.2727272727272,6.06060606060606,116.363636363636
"06075015100","14000US06075015100","Census Tract 151, San Francisco County, California","Census Tract 151, San Francisco County, California","ca","140","00","ACSSF","0009023",,,,,"06","075",,,,"015100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,40,103,60,25,81,8,1754,106.060606060606,16.9696969696969,38.1818181818181,20.6060606060606,16.9696969696969,24.8484848484848,8.48484848484848,105.454545454545
"06075015200","14000US06075015200","Census Tract 152, San Francisco County, California","Census Tract 152, San Francisco County, California","ca","140","00","ACSSF","0009024",,,,,"06","075",,,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,258,170,203,67,42,110,2920,188.484848484848,79.3939393939394,64.2424242424242,84.8484848484848,47.2727272727272,19.3939393939393,49.0909090909091,206.060606060606
"06075015300","14000US06075015300","Census Tract 153, San Francisco County, California","Census Tract 153, San Francisco County, California","ca","140","00","ACSSF","0009025",,,,,"06","075",,,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904,44,101,17,7,161,18,1556,97.5757575757576,29.6969696969697,36.9696969696969,9.69696969696969,7.27272727272727,63.030303030303,15.7575757575757,100.60606060606
"06075015400","14000US06075015400","Census Tract 154, San Francisco County, California","Census Tract 154, San Francisco County, California","ca","140","00","ACSSF","0009026",,,,,"06","075",,,,"015400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919,137,256,133,158,381,55,4799,282.424242424242,76.9696969696969,93.9393939393939,61.2121212121212,79.3939393939394,186.666666666666,30.9090909090909,332.121212121212
"06075015500","14000US06075015500","Census Tract 155, San Francisco County, California","Census Tract 155, San Francisco County, California","ca","140","00","ACSSF","0009027",,,,,"06","075",,,,"015500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3827,227,574,87,72,417,115,2335,311.515151515151,75.7575757575757,181.212121212121,50.3030303030303,33.3333333333333,230.30303030303,52.7272727272727,215.757575757575
"06075015600","14000US06075015600","Census Tract 156, San Francisco County, California","Census Tract 156, San Francisco County, California","ca","140","00","ACSSF","0009028",,,,,"06","075",,,,"015600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3005,251,196,161,83,62,72,2180,155.757575757575,61.2121212121212,58.7878787878788,74.5454545454545,40.6060606060606,28.4848484848484,60.6060606060606,169.090909090909
"06075015700","14000US06075015700","Census Tract 157, San Francisco County, California","Census Tract 157, San Francisco County, California","ca","140","00","ACSSF","0009029",,,,,"06","075",,,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5987,633,234,206,73,279,24,4538,314.545454545454,220,80,69.6969696969697,47.2727272727272,103.636363636363,16.9696969696969,353.939393939393
"06075015801","14000US06075015801","Census Tract 158.01, San Francisco County, California","Census Tract 158.01, San Francisco County, California","ca","140","00","ACSSF","0009030",,,,,"06","075",,,,"015801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3673,309,195,262,266,293,3,2345,212.121212121212,132.121212121212,93.3333333333333,102.424242424242,122.424242424242,82.4242424242424,5.45454545454545,187.272727272727
"06075015802","14000US06075015802","Census Tract 158.02, San Francisco County, California","Census Tract 158.02, San Francisco County, California","ca","140","00","ACSSF","0009031",,,,,"06","075",,,,"015802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812,117,214,78,176,173,43,2011,212.121212121212,52.7272727272727,64.8484848484848,38.1818181818181,75.1515151515151,61.2121212121212,33.9393939393939,202.424242424242
"06075015900","14000US06075015900","Census Tract 159, San Francisco County, California","Census Tract 159, San Francisco County, California","ca","140","00","ACSSF","0009032",,,,,"06","075",,,,"015900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4002,577,258,211,189,198,219,2350,182.424242424242,164.242424242424,80,70.3030303030303,75.1515151515151,75.1515151515151,142.424242424242,253.333333333333
"06075016000","14000US06075016000","Census Tract 160, San Francisco County, California","Census Tract 160, San Francisco County, California","ca","140","00","ACSSF","0009033",,,,,"06","075",,,,"016000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,207,114,164,142,42,30,1853,156.363636363636,69.0909090909091,32.1212121212121,52.1212121212121,54.5454545454545,26.6666666666666,21.2121212121212,150.90909090909
"06075016100","14000US06075016100","Census Tract 161, San Francisco County, California","Census Tract 161, San Francisco County, California","ca","140","00","ACSSF","0009034",,,,,"06","075",,,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5057,810,1189,399,310,373,111,1865,312.121212121212,281.818181818181,240.60606060606,155.151515151515,123.030303030303,131.515151515151,73.3333333333333,295.151515151515
"06075016200","14000US06075016200","Census Tract 162, San Francisco County, California","Census Tract 162, San Francisco County, California","ca","140","00","ACSSF","0009035",,,,,"06","075",,,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604,294,138,56,132,167,54,1763,188.484848484848,89.6969696969697,42.4242424242424,20,75.1515151515151,55.7575757575757,30.3030303030303,192.121212121212
"06075016300","14000US06075016300","Census Tract 163, San Francisco County, California","Census Tract 163, San Francisco County, California","ca","140","00","ACSSF","0009036",,,,,"06","075",,,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4733,224,674,73,147,324,44,3247,527.272727272727,97.5757575757576,177.575757575757,33.9393939393939,110.30303030303,92.7272727272727,21.8181818181818,503.030303030303
"06075016400","14000US06075016400","Census Tract 164, San Francisco County, California","Census Tract 164, San Francisco County, California","ca","140","00","ACSSF","0009037",,,,,"06","075",,,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,283,246,143,65,114,57,3036,180.60606060606,61.8181818181818,78.1818181818182,54.5454545454545,24.2424242424242,35.1515151515151,31.5151515151515,155.151515151515
"06075016500","14000US06075016500","Census Tract 165, San Francisco County, California","Census Tract 165, San Francisco County, California","ca","140","00","ACSSF","0009038",,,,,"06","075",,,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5649,451,312,223,178,104,75,4306,328.484848484848,132.121212121212,104.242424242424,87.2727272727272,106.060606060606,51.5151515151515,47.2727272727272,336.363636363636
"06075016600","14000US06075016600","Census Tract 166, San Francisco County, California","Census Tract 166, San Francisco County, California","ca","140","00","ACSSF","0009039",,,,,"06","075",,,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5537,394,340,210,71,193,78,4251,260.60606060606,114.545454545454,101.212121212121,81.2121212121212,37.5757575757575,69.0909090909091,52.1212121212121,216.363636363636
"06075016700","14000US06075016700","Census Tract 167, San Francisco County, California","Census Tract 167, San Francisco County, California","ca","140","00","ACSSF","0009040",,,,,"06","075",,,,"016700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924,287,178,126,192,187,33,3921,278.181818181818,83.6363636363636,68.4848484848484,75.1515151515151,78.7878787878788,70.9090909090909,28.4848484848484,269.696969696969
"06075016801","14000US06075016801","Census Tract 168.01, San Francisco County, California","Census Tract 168.01, San Francisco County, California","ca","140","00","ACSSF","0009041",,,,,"06","075",,,,"016801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3314,155,186,126,174,114,23,2536,239.393939393939,56.9696969696969,58.7878787878788,49.6969696969697,79.3939393939394,59.3939393939394,18.1818181818181,247.878787878787
"06075016802","14000US06075016802","Census Tract 168.02, San Francisco County, California","Census Tract 168.02, San Francisco County, California","ca","140","00","ACSSF","0009042",,,,,"06","075",,,,"016802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955,285,282,56,27,75,21,2209,215.757575757575,116.363636363636,84.2424242424242,26.060606060606,22.4242424242424,47.8787878787878,14.5454545454545,198.787878787878
"06075016900","14000US06075016900","Census Tract 169, San Francisco County, California","Census Tract 169, San Francisco County, California","ca","140","00","ACSSF","0009043",,,,,"06","075",,,,"016900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989,128,71,166,101,77,86,2360,135.757575757575,40.6060606060606,30.3030303030303,81.2121212121212,43.030303030303,35.7575757575757,48.4848484848484,166.060606060606
"06075017000","14000US06075017000","Census Tract 170, San Francisco County, California","Census Tract 170, San Francisco County, California","ca","140","00","ACSSF","0009044",,,,,"06","075",,,,"017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3857,213,60,25,14,100,35,3410,170.30303030303,58.7878787878788,29.6969696969697,15.7575757575757,13.9393939393939,61.2121212121212,20.6060606060606,176.969696969696
"06075017101","14000US06075017101","Census Tract 171.01, San Francisco County, California","Census Tract 171.01, San Francisco County, California","ca","140","00","ACSSF","0009045",,,,,"06","075",,,,"017101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3557,105,51,37,51,72,18,3223,155.757575757575,38.7878787878787,41.8181818181818,23.030303030303,36.3636363636363,31.5151515151515,15.7575757575757,148.484848484848
"06075017102","14000US06075017102","Census Tract 171.02, San Francisco County, California","Census Tract 171.02, San Francisco County, California","ca","140","00","ACSSF","0009046",,,,,"06","075",,,,"017102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3858,271,86,64,71,79,41,3246,166.666666666666,93.9393939393939,42.4242424242424,40,30.9090909090909,32.1212121212121,21.8181818181818,190.90909090909
"06075017601","14000US06075017601","Census Tract 176.01, San Francisco County, California","Census Tract 176.01, San Francisco County, California","ca","140","00","ACSSF","0009047",,,,,"06","075",,,,"017601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7196,671,1374,1029,407,452,31,3232,351.515151515151,184.848484848484,216.363636363636,264.242424242424,121.818181818181,235.757575757575,22.4242424242424,418.181818181818
"06075017700","14000US06075017700","Census Tract 177, San Francisco County, California","Census Tract 177, San Francisco County, California","ca","140","00","ACSSF","0009048",,,,,"06","075",,,,"017700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,181,95,11,48,205,0,1114,133.333333333333,69.0909090909091,33.3333333333333,7.87878787878788,24.8484848484848,96.3636363636364,7.27272727272727,130.30303030303
"06075017801","14000US06075017801","Census Tract 178.01, San Francisco County, California","Census Tract 178.01, San Francisco County, California","ca","140","00","ACSSF","0009049",,,,,"06","075",,,,"017801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054,138,905,97,530,54,41,1289,187.272727272727,48.4848484848484,126.060606060606,48.4848484848484,176.969696969696,25.4545454545454,28.4848484848484,141.212121212121
